ticker,AAPL,ACI,AEP,AGIO,AMAT,APA,APTV,ASML,AVGO,BAP,BATT.AS,BBVA.MC,BCS,BND,BOTZ.L,C,CIB,COIN,CSIQ,DAR,DUK,EXC,FLOA.L,FSLR,GC=F,GILD,GIS,GOOGL,HCA,ING,INGR,JKS,JPY=X,KMB,LEVI,MA,MAXN,MC.PA,MMM,MO,MSFT,MXN=X,NEE,NVDA,PANW,PCG,PEP,PLTR,QCOM,SDIA.L,SHELL.AS,SMFG,SPY,SQM,TSM,V,VBTC.DE,VHYD.L,VWO,WMT,YPF,YUM,YUMC,^VIX
AAPL,1.0,0.5966973764187865,0.8993483320635117,-0.484333643488922,0.9689210774032944,0.07777068745995752,0.5307265549990579,0.9749509153215743,0.8634892382148769,0.6792180879732148,0.8655260753451139,0.32331193001205505,0.012608328154263852,0.7136697497478872,0.7382734319749651,-0.14361006039322516,0.5126046789204961,0.36497744010264116,0.3667211608105525,0.8465121744580169,0.8929094747751881,0.7896283264106937,0.87297345958313,0.3798114824854922,0.8230264388663714,0.77671301498672,0.8484653801755572,0.9810695197624854,0.9663509396646915,0.20047941871532107,0.7961201417137848,0.550935859140175,0.564039102811518,0.8373371594739646,0.132294065533242,0.9651214053449926,-0.7269577255923809,0.9477020486838534,0.7109022304957491,0.8321214498665287,0.9882291891594173,0.6870971714191677,0.9414349869614799,0.8224925925639163,0.9462884150495962,0.04938533096158637,0.902189061101576,0.5761476263470147,0.9476190243176696,0.8527806595258901,0.747458189968901,0.005741996169125942,0.9703635862379416,0.77728532794675,0.963519982190048,0.9508727950685771,0.665802968528016,0.942654437031316,0.8018866231384253,0.9365663189038979,-0.029213393981878503,0.9330082363034229,0.47085066570991774,-0.023377671850091857
ACI,0.5966973764187865,1.0,0.464143901176157,-0.5577388758567429,0.5217359083303741,0.6460398967893592,-0.19081536296285095,0.5569571511659333,0.3931328228206842,0.23363540675539754,0.5525607875829013,0.482336735433176,0.3707051136813236,-0.5668763395908691,0.18662389587245481,0.16326370451742753,0.3863749795326683,-0.07382223678336321,-0.39263355040593223,0.12416989633414924,0.5628243722578095,0.8192874090707395,0.4013098872210473,0.4158653022503294,0.27906971493667243,0.4327196557486484,0.4168312742564552,0.5742092988050842,0.6385502215996309,0.5152986199842524,0.4803893426454857,-0.1581010224276457,0.6226200516243472,0.1194371298407318,0.02632671401688382,0.37184431967229153,-0.44422310851038704,0.5083854639315118,-0.21119580073606084,0.5119743518889708,0.5619926092463208,-0.4704391409748146,0.19686063895209313,0.35811681392674893,0.578967222272762,0.48226958993493474,0.6785718604568596,0.14941663946389663,0.3257795919893501,0.03803053466633179,0.6937253914090752,0.3883060311237692,0.5258136115002267,0.4191422767907783,0.2553353802854268,0.3760245347560334,0.16154049733463638,0.5861622025900538,-0.04377697918174387,0.3248757279067173,0.352972539890523,0.7104785420444863,-0.36033988807753425,-0.27796688246742185
AEP,0.8993483320635117,0.464143901176157,1.0,-0.45420685451035464,0.8745571572018929,0.2933913236336502,0.6066971159479854,0.8875017131861159,0.7616601774741338,0.8736313745991257,0.607825419076204,0.15568324681172907,0.10034367247279556,0.8650496913322904,0.31137610157719725,-0.007524937257839993,0.6659977748970015,0.24392330539443852,0.3955639577006939,0.8233823196275691,0.9919608969295877,0.9080064176784552,0.8104353300982384,0.13820953186988835,0.8379428818587051,0.9025381843792812,0.9597276231028659,0.9262027140004333,0.9084268117053749,0.15443391249586136,0.9128093169889927,0.519563044116108,0.44343907983230507,0.97886796963226,0.08885706034460125,0.96057330442534,-0.6227830659426468,0.8998881704792301,0.9336088264667894,0.9620898739247217,0.9019479628815543,0.8676388507315741,0.9687098598972327,0.6739742632127846,0.8321570656757659,0.43792498873997293,0.9834701981175638,0.700145677331735,0.9215987676085474,0.8378144928207594,0.7190537795879126,-0.13330858646869254,0.9656341180519014,0.8068525570300119,0.878668997812237,0.9656030858173116,0.6207814438057283,0.9000260336960744,0.8387091520562847,0.9491220245913118,0.010457466798805475,0.9809853069685792,0.44637255773427675,-0.04832833685960498
AGIO,-0.484333643488922,-0.5577388758567429,-0.45420685451035464,1.0,-0.4342585725681215,0.09769110194608227,-0.1347910199427444,-0.4670365508476713,-0.34408435317510655,0.06092121165753688,-0.5412259270702204,-0.1688611047643361,0.12566684053945806,-0.2712329453347989,0.6080890272311358,-0.035038795842675295,-0.06921650742163918,0.674895963368908,-0.12827670319827594,-0.4725008279027681,-0.450467856115828,-0.49122859198077634,-0.4340035456570804,-0.41810410473910675,-0.45957420358114653,0.018431436552999086,-0.5395272713731362,-0.4525466306577955,-0.4291468249913128,-0.1351891755363767,-0.1718600818980766,-0.3657689564784615,-0.26211413552853724,-0.47541561033736646,0.43302923180788183,-0.46177702704125195,0.08951772248582048,-0.5089451648468615,0.23938625406078493,-0.1758444697327924,-0.48235465097704,-0.15342944877893167,-0.4812164903892396,-0.29844823153243233,-0.40375999031321086,0.49716666283643624,-0.5235043429543971,0.15495721570466242,-0.473688811919921,-0.5147771442676778,-0.2997103858255467,-0.12912402144567392,-0.4340119254323411,-0.45324891898680353,-0.39154455584931686,-0.44686360500986916,0.32356725353327437,-0.39663073440732155,-0.26487956475186225,-0.40404574263801096,0.25460723479660785,-0.4767672574224632,-0.3652048061922443,-0.207812824503719
AMAT,0.9689210774032944,0.5217359083303741,0.8745571572018929,-0.4342585725681215,1.0,0.10396304919897782,0.5428175165284653,0.9831527372703126,0.8655442231755638,0.6216794247011838,0.8449409293046447,0.3984417527792453,0.09624053328718103,0.668227161875677,0.8046454677707393,-0.015442192972918706,0.4433528577523804,0.603682074510648,0.3277239204998445,0.7887605045042705,0.874542715076258,0.7871236634117108,0.855362734648907,0.4202403942192162,0.7542848473357033,0.720235920848988,0.8204504276313359,0.9742716101685196,0.9637904773252307,0.2906411811754051,0.7514017685878925,0.4899209163357124,0.5980056898533833,0.8186063616207186,0.36742782089479886,0.9391664753611837,-0.6897125239034019,0.930087651044112,0.7049739784888844,0.8085068174923783,0.9827199066243913,0.6232274322883842,0.9066772848861546,0.8506203622616145,0.9334270629747601,0.07911699090118876,0.88426069940147,0.4282068896870724,0.9378735437094994,0.8118747699519198,0.7664756815439274,0.07975922216552092,0.9531417984440822,0.706587450022257,0.9599470750999987,0.9275559486427908,0.6804145410306919,0.9510277712729247,0.7882058248122734,0.9266774219703903,-0.020246185382464938,0.8842308888791163,0.3587909669388973,-0.0463311152451955
APA,0.07777068745995752,0.6460398967893592,0.2933913236336502,0.09769110194608227,0.10396304919897782,1.0,-0.6508111647218052,-0.18539830858268183,-0.5041301048118179,0.12489048976777928,0.14948770910498527,0.08149945978445727,0.5461656721314239,-0.838719078093093,-0.7171665356851448,0.222655837764523,0.49308552829496044,-0.7720012347040731,-0.2848943969320907,-0.01925508378907362,0.35307973915568186,0.5853753944469796,-0.04543438506666752,0.15975367141533106,-0.03724412614368215,0.17236355061699057,0.4183982073058153,-0.6607652905860715,-0.6252679939476817,0.10936113860814692,-0.07248377361147337,-0.3566429135643317,-0.5659485491238018,0.36960808159300357,-0.07123536700315147,-0.759655076138511,-0.004106526564991577,-0.5945761704740913,0.41715847294410674,0.34234112250979093,0.0076046028879437465,-0.7261594061345933,0.18766273858972746,-0.2544325639510521,-0.4858191779989172,0.7309012600514265,0.357461939853358,-0.4466738260862651,0.09833073736080412,-0.5166139974569366,-0.41028806427791137,0.06673089973959982,-0.04532324790846599,0.25207963116365334,-0.29041878812368976,-0.7928154277975354,-0.5555774362582889,-0.5101195616677898,-0.49110285326941105,0.270435531855643,0.7658885067754239,-0.16645780470132304,-0.4577352690140581,-0.016875635810471475
APTV,0.5307265549990579,-0.19081536296285095,0.6066971159479854,-0.1347910199427444,0.5428175165284653,-0.6508111647218052,1.0,0.6196916920703942,0.1885702764058145,0.26687109004779264,0.4253735157773104,-0.048654547718444845,-0.25459970834501855,0.7512236726659773,-0.1473704150528746,0.5507250885236638,-0.33451931213049685,0.08352616638331277,0.7098917233190648,0.7728929535799917,0.5798418617468047,0.5445032612502079,-0.32686342772301435,0.3565061045206336,0.17350927790235005,0.29912476374977437,0.5796237449033469,0.5724698268228028,0.5184106291756951,0.2912704559933952,0.34537360650085897,0.7507918934635014,0.33964978326801487,0.6513890718744526,0.579068675659146,0.5765842783741518,0.6611107370831475,0.7043136268215209,0.5804307722120685,0.43749692950459995,0.5165697277667196,0.6333101059100011,0.7425663554131299,0.10577412783135924,0.28999497792759465,-0.5039880977211977,0.6740352653775531,-0.4393053239701167,0.5696868038248106,0.05338352038434025,0.15237252075166208,-0.09683177797189499,0.5660657296727213,0.4908841949511974,0.46678571738001123,0.5831583044708805,-0.4075983530620793,0.4358506840964912,0.7073335462890016,0.3641697326657895,-0.5386724579069888,0.6361134714969755,0.6581506807747333,0.12480992054053575
ASML,0.9749509153215743,0.5569571511659333,0.8875017131861159,-0.4670365508476713,0.9831527372703126,-0.18539830858268183,0.6196916920703942,1.0,0.8035841720050501,0.6507183567545041,0.9001329562650768,0.304815032411852,-0.2019733623406078,0.7165205589984245,0.7455118127603446,-0.3466243882386511,0.48213902585597596,0.5736685241008852,0.4080467307550268,0.8600532604403861,0.8930867878088661,0.7816723243096158,0.7610039324223958,0.3746946807438573,0.7816704805855768,0.7349863552418333,0.8429355592159222,0.9713253377515699,0.9526385967218808,0.18963457939978698,0.766978357561722,0.5665717005445038,0.5462028194840983,0.8370408177844173,0.4031072140313553,0.9447784119001548,-0.5241263017239695,0.965825086966204,0.6671639592550295,0.7870722768512975,0.9791715443763843,0.6663025867069262,0.9302866841832184,0.7812677064417459,0.8917173646853532,-0.2073227959360419,0.9136256248400452,0.2505139090056317,0.9535691209098242,0.8063194324041429,0.7201496815485177,-0.003708343188723665,0.9592971559240673,0.754911814767326,0.9450256448454888,0.9303168225521243,0.5186615006761122,0.9196985960517332,0.8052100886685285,0.9118553517272353,-0.11002650224441536,0.9202662311397948,0.4889825009652892,-0.07993143735195832
AVGO,0.8634892382148769,0.3931328228206842,0.7616601774741338,-0.34408435317510655,0.8655442231755638,-0.5041301048118179,0.1885702764058145,0.8035841720050501,1.0,0.5437592739979282,0.5667151393413784,0.7887766744821959,0.3459487010259735,0.5243956330020613,0.6715676865927055,0.71365168229313,0.32274452772738244,0.5175439061538011,0.02941673649066986,0.4289148078250769,0.8147365722970157,0.7908168437932914,0.9602697077689015,0.6515858427870481,0.8979754300184442,0.6622621224781238,0.6192128977510837,0.8769093185739981,0.8814114636480112,0.8649077707779659,0.7291995164173433,0.2323815594670635,0.7690477892645563,0.664859669114112,0.11206356826623481,0.8516948550794221,-0.7487766036448409,0.6875287293673674,0.44606523047409324,0.7389932524470275,0.8938946636773852,0.41572222656026636,0.6866247123499836,0.9791995875750273,0.9439618232419162,-0.4519542764100131,0.6950991397224285,0.8590457785591985,0.8071671165031223,0.8182201363595748,0.8093597641303015,0.8266466963403439,0.8818784541468871,0.3835958713794661,0.9361660275070862,0.8479910078497106,0.8582897357230099,0.8928717187962925,0.732632411272625,0.947840578315271,0.05819465482120353,0.7901240980449991,0.13888753970136794,-0.023824904335398252
BAP,0.6792180879732148,0.23363540675539754,0.8736313745991257,0.06092121165753688,0.6216794247011838,0.12489048976777928,0.26687109004779264,0.6507183567545041,0.5437592739979282,1.0,-0.4164208131810838,0.042007946308947254,-0.3283654634784921,0.7858650480081425,0.5963359519405756,-0.6387123003827208,0.8640207655842718,0.45079781704990074,0.16566598978775332,0.6293411881372131,0.882151729872931,0.7403944247083517,0.17243069846534573,-0.1472704912601082,0.8117315754502283,0.8849626102883242,0.8470994976902875,0.6724966536128583,0.5131701303580121,-0.04773345493386038,0.9148724274834757,0.045915721319245144,0.13242524601789998,0.8972595007252778,0.0503143784557837,0.7133895201489354,-0.5442855459561133,0.6325397128514579,0.9298743800994742,0.9229504085846809,0.6642567740688994,0.8049356276094373,0.7895391285235416,0.4869274512021357,0.40128510292445196,0.343605982005081,0.8334972673961761,0.8416456525668565,0.7357346982268734,-0.07439121697683225,0.6348693125056495,-0.30848580248158086,0.7915633292669343,0.7318414404349992,0.6606628024846759,0.7063902011787769,0.7882345594240452,0.49087748653096674,0.7767989330105847,0.7578945064800287,0.1294146157583569,0.8622453146464197,-0.34662135351377604,-0.24530017737103324
BATT.AS,0.8655260753451139,0.5525607875829013,0.607825419076204,-0.5412259270702204,0.8449409293046447,0.14948770910498527,0.4253735157773104,0.9001329562650768,0.5667151393413784,-0.4164208131810838,1.0,0.5270488148372506,0.4813867006970092,0.21853508622822143,0.5178435390674581,0.24380027954913305,-0.042892343330296054,0.4297409843724745,0.42791590394524653,0.7921783164678778,0.7480029986983155,0.723775445984602,0.624279675693115,0.7137314333875193,0.6389604606509579,0.5079561572796432,0.7507524961908068,0.8356591318232464,0.8050077290263948,0.5523228672545922,0.5049028711995328,0.6226342093395985,0.607155396176909,0.6334434881831466,0.4171140894864049,0.7517135497134065,0.03917538384570119,0.9083734487784463,-0.13564634048135032,0.5563546319856222,0.8177732346978951,-0.27265024871269333,0.8315524220696066,0.5357686974455638,0.699891581073145,-0.36802390844343935,0.823522433833047,0.23291063870004927,0.8492910715433897,0.6537856823706913,0.3802923514203308,0.41128280356853136,0.8130694091313692,0.6191661999479386,0.754520316327138,0.7234545720316975,0.253132690711916,0.7953194008305673,0.7594664841081313,0.61560588952434,0.1021211668004007,0.8210436730032111,0.5457087864264661,-0.13287797766017478
BBVA.MC,0.32331193001205505,0.482336735433176,0.15568324681172907,-0.1688611047643361,0.3984417527792453,0.08149945978445727,-0.048654547718444845,0.304815032411852,0.7887766744821959,0.042007946308947254,0.5270488148372506,1.0,0.5726005459388606,-0.12319819590858357,0.6206714516762767,0.3063488802186467,0.15231620021087708,0.47273961748490156,-0.07292916166783221,-0.00685023753543869,0.18968602962985243,0.4444892845141428,0.9209386353664234,0.5315434983976266,0.2644907240143465,0.20676334658125695,0.032886630104974904,0.32019493957556844,0.6392070726593648,0.7704440900520796,0.18744542109062076,0.05985347862774584,0.5274328313036013,0.0407131582461529,0.1624281788916887,0.26694045675070655,-0.7221739444973897,0.17078529623710587,-0.009039766848517612,0.15885287651844063,0.37608688298001774,-0.20217163834614066,0.09338166450172918,0.6524025331263237,0.7285704455258218,-0.09883597420548836,0.11757715093492122,0.829710157767489,0.2768895407585939,0.6450094245268703,0.4401262313010321,0.7297133234303866,0.32466754662750497,-0.026542346796045425,0.4275495062364024,0.4274232706807587,0.8188464523011377,0.6699407352327882,0.20430749813743596,0.4082368299645037,0.47415139672356876,0.17752830497352812,0.009373641114730737,-0.21887519413413395
